"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-01-01","sunday","01:45:00","RS","116","34,9","VACARIA","Mechanical loss/defect of vehicle","Rear-end collision","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 6"," 0"," 4"," 0"," 2"," 0"," 4"," 2","-2.850712e+01","-5.094118e+01","SPRF-RS","DEL05-RS"
"2017-01-01","sunday","01:00:00","PR","376","636","TIJUCAS DO SUL","Incompatible velocity","Run-off-road","With dead victims","Night","Increasing","Drizzle","Double","Curve"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.575400e+01","-4.912660e+01","SPRF-PR","DEL01-PR"
"2017-01-01","sunday","04:40:00","BA","101","65","ENTRE RIOS","Driver was sleeping","Head-on collision","With dead victims","Sunrise","Decreasing","Cloudy","Simple","Curve"," 5"," 1"," 1"," 1"," 2"," 0"," 2"," 2","-1.196180e+01","-3.809530e+01","SPRF-BA","DEL01-BA"
"2017-01-01","sunday","06:30:00","PA","316","72,5","CASTANHAL","Driver's lack of attention to conveyance","Side impact collision","With dead victims","Sunrise","Decreasing","Clear sky","Simple","Straight"," 4"," 1"," 0"," 0"," 3"," 0"," 0"," 3","-1.289980e+00","-4.783483e+01","SPRF-PA","DEL01-PA"
"2017-01-01","sunday","09:00:00","GO","20","220,5","POSSE","Road's defect","Collision with fixed object","With injured victims","Day","Decreasing","Clear sky","Simple","Temporary Detour"," 3"," 0"," 2"," 1"," 0"," 0"," 3"," 1","-1.414221e+01","-4.632259e+01","SPRF-DF","DEL02-DF"
"2017-01-01","sunday","07:40:00","RN","405","30","MOSSORO","Alcohol consumption","Head-on collision","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-5.313600e+00","-3.756900e+01","SPRF-RN","DEL04-RN"
"2017-01-01","sunday","10:35:00","PR","376","249,5","APUCARANA","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Day","Increasing","Clear sky","Simple","Curve"," 5"," 0"," 1"," 0"," 4"," 0"," 1"," 2","-2.361074e+01","-5.139895e+01","SPRF-PR","DEL07-PR"
"2017-01-01","sunday","11:50:00","MG","262","483,1","BOM DESPACHO","Driver was sleeping","Side impact collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.978562e+01","-4.530956e+01","SPRF-MG","DEL08-MG"
"2017-01-01","sunday","10:30:00","MT","364","469","VARZEA GRANDE","Mechanical loss/defect of vehicle","Overturn","With injured victims","Day","Increasing","Sunny","Simple","Not Reported"," 3"," 0"," 3"," 0"," 0"," 0"," 3"," 1","-1.535687e+01","-5.641299e+01","SPRF-MT","DEL01-MT"
"2017-01-01","sunday","08:30:00","MA","316","375","BACABAL","Alcohol consumption","Head-on collision","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-4.213500e+00","-4.466290e+01","SPRF-MA","DEL02-MA"
"2017-01-01","sunday","12:10:00","BA","101","23,7","RIO REAL","Driver's lack of attention to conveyance","Head-on collision","With dead victims","Day","Increasing","Sunny","Simple","Straight"," 7"," 1"," 2"," 1"," 2"," 1"," 3"," 4","-5.019941e+01","-9.450000e+01","SPRF-SE","DEL02-SE"
"2017-01-01","sunday","14:30:00","MA","10","338,9","ACAILANDIA","Disrespect of safe distance from the next car","Side impact collision","With dead victims","Day","Increasing","Clear sky","Simple","Not Reported"," 4"," 2"," 0"," 0"," 1"," 1"," 0"," 2","-4.788724e+00","-4.750175e+01","SPRF-MA","DEL04-MA"
"2017-01-01","sunday","15:30:00","SP","153","11,8","ICEM","Mechanical loss/defect of vehicle","Collision with moving object","With injured victims","Day","Increasing","Sunny","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-2.040323e+01","-4.924497e+01","SPRF-SP","DEL09-SP"
"2017-01-01","sunday","16:30:00","MG","381","672,8","PERDOES","Disrespect of safe distance from the next car","Cargo spill","With injured victims","Day","Increasing","Clear sky","Double","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.109454e+01","-4.507549e+01","SPRF-MG","DEL04-MG"
"2017-01-01","sunday","15:40:00","TO","153","290,5","PRESIDENTE KENNEDY","Slippery track","Head-on collision","With dead victims","Day","Decreasing","Rainy","Simple","Not Reported"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-8.448591e+00","-4.848497e+01","SPRF-TO","DEL02-TO"
"2017-01-01","sunday","15:55:00","PE","101","62,8","RECIFE","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Day","Increasing","Clear sky","Double","Straight"," 3"," 0"," 0"," 1"," 1"," 1"," 1"," 1","-8.007427e+00","-3.493785e+01","SPRF-PE","DEL01-PE"
"2017-01-01","sunday","17:00:00","PR","376","669","GUARATUBA","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Day","Increasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.587250e+01","-4.893680e+01","SPRF-PR","DEL01-PR"
"2017-01-01","sunday","18:10:00","ES","101","301,6","VIANA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight","10"," 0"," 2"," 0"," 8"," 0"," 2"," 8","-2.037093e+01","-4.044363e+01","SPRF-ES","DEL01-ES"
"2017-01-01","sunday","15:00:00","BA","242","640","MUQUEM DE SAO FRANCISCO","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Day","Decreasing","Sunny","Simple","Straight"," 7"," 0"," 4"," 0"," 3"," 0"," 4"," 2","-1.222527e+01","-4.405878e+01","SPRF-BA","DEL10-BA"
"2017-01-01","sunday","18:20:00","MG","116","702,8","MURIAE","Driver broke the laws of transit","Broadside collision","Without victims","Day","Decreasing","Sunny","Simple","Intersection"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.112471e+01","-4.238132e+01","SPRF-MG","DEL07-MG"
"2017-01-01","sunday","17:15:00","AL","101","190","JUNQUEIRO","Natural phenomena","Vehicle fire","Without victims","Sunset","Increasing","Cloudy","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-9.917100e+00","-3.647360e+01","SPRF-AL","DEL02-AL"
"2017-01-01","sunday","16:30:00","MT","163","543","DIAMANTINO","Natural phenomena","Broadside collision","Without victims","Day","Decreasing","Rainy","Simple","Curve"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 3","-1.426980e+01","-5.615170e+01","SPRF-MT","DEL01-MT"
"2017-01-01","sunday","18:40:00","SC","101","98,5","BALNEARIO PICARRAS","Driver's lack of attention to conveyance","Rollover","With injured victims","Day","Decreasing","Rainy","Double","Straight"," 4"," 0"," 2"," 1"," 1"," 0"," 3"," 3","-2.674419e+01","-4.869664e+01","SPRF-SC","DEL03-SC"
"2017-01-01","sunday","18:30:00","PB","101","17,4","MAMANGUAPE","Incompatible velocity","Overturn","With injured victims","Night","Decreasing","Clear sky","Double","Not Reported"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-6.642703e+00","-3.512243e+01","SPRF-PB","DEL01-PB"
"2017-01-01","sunday","22:00:00","PE","232","142","SAO CAITANO","Driver's lack of attention to conveyance","Side impact collision","Without victims","Night","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-8.326607e+00","-3.611564e+01","SPRF-PE","DEL02-PE"
"2017-01-01","sunday","21:30:00","PE","232","84,7","GRAVATA","Animals on the road","Animal collision","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-8.215031e+00","-3.563572e+01","SPRF-PE","DEL01-PE"
"2017-01-01","sunday","19:30:00","RO","364","476","ARIQUEMES","Road's defect","Overturn","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.024820e+01","-6.272344e+01","SPRF-RO","DEL03-RO"
"2017-01-02","monday","01:05:00","SC","101","106,5","PENHA","Driver was sleeping","Overturn","With dead victims","Night","Increasing","Cloudy","Double","Straight"," 2"," 1"," 0"," 0"," 0"," 1"," 0"," 1","-2.681475e+01","-4.868336e+01","SPRF-SC","DEL03-SC"
"2017-01-01","sunday","23:10:00","CE","116","396","ICO","Driver's lack of attention to conveyance","Run-off-road","With dead victims","Night","Decreasing","Clear sky","Simple","Curve"," 2"," 1"," 0"," 1"," 0"," 0"," 1"," 1","-6.587000e+00","-3.884340e+01","SPRF-CE","DEL05-CE"
"2017-01-02","monday","04:57:00","MG","381","567,1","ITAGUARA","Driver was sleeping","Rear-end collision","Without victims","Night","Decreasing","Clear sky","Double","Not Reported","47"," 0"," 0"," 0","47"," 0"," 0"," 2","-2.040412e+01","-4.451696e+01","SPRF-MG","DEL04-MG"
"2017-01-02","monday","06:20:00","MG","40","520,5","CONTAGEM","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Increasing","Clear sky","Double","Straight"," 4"," 0"," 3"," 0"," 1"," 0"," 3"," 2","-1.985210e+01","-4.407270e+01","SPRF-MG","DEL01-MG"
"2017-01-02","monday","07:00:00","MG","262","154","SAO DOMINGOS DO PRATA","Driver was sleeping","Head-on collision","With dead victims","Day","Increasing","Clear sky","Simple","Straight"," 5"," 1"," 0"," 2"," 2"," 0"," 2"," 2","-1.997594e+01","-4.280257e+01","SPRF-MG","DEL03-MG"
"2017-01-02","monday","07:05:00","PR","277","122,5","CAMPO LARGO","Disrespect of safe distance from the next car","Side impact collision","With injured victims","Day","Increasing","Clear sky","Double","Straight"," 6"," 0"," 2"," 0"," 3"," 1"," 2"," 3","-2.544591e+01","-4.956844e+01","SPRF-PR","DEL01-PR"
"2017-01-02","monday","07:50:00","MG","381","929,8","ITAPEVA","Incompatible velocity","Overturn","With injured victims","Day","Increasing","Clear sky","Double","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.277487e+01","-4.623890e+01","SPRF-MG","DEL16-MG"
"2017-01-02","monday","06:30:00","PE","101","23","GOIANA","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Decreasing","Sunny","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-7.684500e+00","-3.492370e+01","SPRF-PE","DEL01-PE"
"2017-01-02","monday","04:40:00","MG","50","32","ARAGUARI","Driver was sleeping","Rear-end collision","With injured victims","Night","Increasing","Clear sky","Double","Authorized U-turn"," 6"," 0"," 2"," 1"," 3"," 0"," 3"," 2","-1.863098e+01","-4.811832e+01","SPRF-MG","DEL15-MG"
"2017-01-02","monday","08:00:00","PR","376","13,5","MARINGA","Driver's lack of attention to conveyance","Collision with fixed object","With injured victims","Day","Increasing","Cloudy","Double","Not Reported"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.300000e+01","-5.100000e+01","SPRF-PR","DEL07-PR"
"2017-01-02","monday","05:20:00","SC","282","457,5","PONTE SERRADA","The driver passed the next car improperly","Head-on collision","With dead victims","Sunrise","Increasing","Fog","Simple","Not Reported"," 4"," 1"," 2"," 1"," 0"," 0"," 3"," 2","-2.688856e+01","-5.199422e+01","SPRF-SC","DEL07-SC"
"2017-01-02","monday","07:25:00","MA","135","76","SANTA RITA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Decreasing","Clear sky","Simple","Curve"," 2"," 0"," 1"," 0"," 0"," 1"," 1"," 2","-3.255350e+00","-4.438582e+01","SPRF-MA","DEL01-MA"
"2017-01-02","monday","09:30:00","MG","381","426","CAETE","Cardiac attack","Head-on collision","With injured victims","Day","Increasing","Clear sky","Simple","Curve"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.977292e+01","-4.365004e+01","SPRF-MG","DEL01-MG"
"2017-01-02","monday","08:40:00","MG","135","408,7","BOCAIUVA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.709033e+01","-4.383029e+01","SPRF-MG","DEL12-MG"
"2017-01-02","monday","10:30:00","AL","423","24,2","CANAPI","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Increasing","Clear sky","Simple","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-9.188830e+00","-3.750038e+01","SPRF-AL","DEL03-AL"
"2017-01-02","monday","10:00:00","SE","101","190,3","ARACAJU","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Day","Increasing","Clear sky","Simple","Not Reported"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-1.142362e+01","-3.771156e+01","SPRF-SE","DEL02-SE"
"2017-01-02","monday","12:00:00","ES","262","6,3","CARIACICA","Excessive load/cargo","Overturn","Without victims","Day","Increasing","Clear sky","Multiple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.034141e+01","-4.039838e+01","SPRF-ES","DEL01-ES"
"2017-01-02","monday","11:30:00","SP","116","544,5","CAJATI","Incompatible velocity","Overturn","Without victims","Night","Decreasing","Cloudy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.496392e+01","-4.842462e+01","SPRF-SP","DEL05-SP"
"2017-01-02","monday","12:10:00","MG","135","522","BUENOPOLIS","Driver broke the laws of transit","Side impact collision","Without victims","Day","Increasing","Clear sky","Simple","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.798228e+01","-4.416723e+01","SPRF-MG","DEL02-MG"
"2017-01-02","monday","12:30:00","SC","101","129","BALNEARIO CAMBORIU","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Sunny","Double","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-2.698127e+01","-4.867669e+01","SPRF-SC","DEL04-SC"
"2017-01-02","monday","12:40:00","PR","277","40","MORRETES","Slippery track","Side impact collision","Without victims","Day","Increasing","Rainy","Double","Curve"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.557974e+01","-4.887236e+01","SPRF-PR","DEL01-PR"
"2017-01-02","monday","12:10:00","BA","242","602","OLIVEIRA DOS BREJINHOS","Incompatible velocity","Overturn","Without victims","Day","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.200000e+01","-4.300000e+01","SPRF-BA","DEL10-BA"
"2017-01-02","monday","11:50:00","MA","135","6,8","SAO LUIS","Driver's lack of attention to conveyance","Overturn","Without victims","Day","Increasing","Rainy","Double","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.635211e+00","-4.426784e+01","SPRF-MA","DEL01-MA"
"2017-01-02","monday","11:40:00","PR","277","365","CANDOI","The driver passed the next car improperly","Run-off-road","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.543784e+01","-5.182438e+01","SPRF-PR","DEL03-PR"
"2017-01-02","monday","13:50:00","PE","101","73,2","RECIFE","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Clear sky","Double","Curve"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-8.096529e+00","-3.494960e+01","SPRF-PE","DEL01-PE"
"2017-01-02","monday","14:30:00","SC","470","141,3","RIO DO SUL","Driver's lack of attention to conveyance","Pedestrian collision","With injured victims","Day","Decreasing","Sunny","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 1","-2.720227e+01","-4.963377e+01","SPRF-SC","DEL04-SC"
"2017-01-02","monday","13:40:00","PA","316","63","CASTANHAL","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Rainy","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.296200e+00","-4.792140e+01","SPRF-PA","DEL01-PA"
"2017-01-02","monday","13:10:00","BA","324","417","RIACHAO DO JACUIPE","The driver passed the next car improperly","Head-on collision","With dead victims","Day","Decreasing","Sunny","Simple","Temporary Detour"," 6"," 3"," 1"," 1"," 0"," 1"," 2"," 2","-1.100000e+01","-3.900000e+01","SPRF-BA","DEL04-BA"
"2017-01-02","monday","14:45:00","CE","304","42,9","ARACATI","Driver's lack of attention to conveyance","Overturn","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-4.578924e+00","-3.781867e+01","SPRF-CE","DEL03-CE"
"2017-01-02","monday","11:40:00","RJ","101","210","CASIMIRO DE ABREU","Excessive load/cargo","Rollover","Without victims","Day","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.248350e+01","-4.223430e+01","SPRF-RJ","DEL02-RJ"
"2017-01-02","monday","12:37:00","RN","304","91,1","ACU","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-5.537911e+00","-3.708854e+01","SPRF-RN","DEL04-RN"
"2017-01-02","monday","16:00:00","PR","277","311","CURITIBA","Incompatible velocity","Run-off-road","Without victims","Day","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.532955e+01","-5.121847e+01","SPRF-PR","DEL03-PR"
"2017-01-02","monday","11:00:00","GO","153","696,2","ITUMBIARA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Increasing","Clear sky","Simple","Overpass"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.835902e+01","-4.921704e+01","SPRF-GO","DEL03-GO"
"2017-01-02","monday","16:10:00","PB","230","202,1","SOLEDADE","Driver was sleeping","Side impact collision","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 5"," 0"," 1"," 1"," 3"," 0"," 2"," 4","-7.098508e+00","-3.625420e+01","SPRF-PB","DEL02-PB"
"2017-01-02","monday","17:00:00","SP","116","167","JACAREI","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-2.330220e+01","-4.602490e+01","SPRF-SP","DEL02-SP"
"2017-01-02","monday","17:10:00","PR","116","104,3","SAO JOSE DOS PINHAIS","Disrespect of safe distance from the next car","Chain reaction crash (pile-up)","Without victims","Day","Increasing","Rainy","Double","Straight"," 7"," 0"," 0"," 0"," 7"," 0"," 0"," 7","-2.557176e+01","-4.920578e+01","SPRF-PR","DEL01-PR"
"2017-01-02","monday","17:20:00","RJ","116","195,9","QUEIMADOS","Road's defect","Side impact collision","With injured victims","Day","Increasing","Sunny","Double","Straight"," 4"," 0"," 2"," 0"," 2"," 0"," 2"," 2","-2.273027e+01","-4.360680e+01","SPRF-RJ","DEL01-RJ"
"2017-01-02","monday","18:00:00","MG","40","605,9","CONGONHAS","Driver broke the laws of transit","Broadside collision","With injured victims","Day","Increasing","Cloudy","Simple","Straight"," 6"," 0"," 4"," 1"," 1"," 0"," 5"," 2","-2.047575e+01","-4.384279e+01","SPRF-MG","DEL05-MG"
"2017-01-02","monday","15:40:00","BA","110","365","CATU","Cardiac attack","Overturn","With injured victims","Day","Decreasing","Sunny","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.235350e+01","-3.838920e+01","SPRF-BA","DEL01-BA"
"2017-01-02","monday","17:00:00","CE","116","14","FORTALEZA","Disrespect of safe distance from the next car","Side impact collision","With injured victims","Day","Decreasing","Clear sky","Simple","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 2","-3.804815e+00","-3.850087e+01","SPRF-CE","DEL01-CE"
"2017-01-02","monday","18:56:00","GO","153","589,8","PIRACANJUBA","Driver's lack of attention to conveyance","Rollover","With injured victims","Day","Decreasing","Rainy","Double","Temporary Detour"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1","-1.746882e+01","-4.921758e+01","SPRF-GO","DEL03-GO"
"2017-01-02","monday","18:45:00","GO","60","101,7","ANAPOLIS","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 5"," 0"," 2"," 0"," 3"," 0"," 2"," 3","-1.640280e+01","-4.897729e+01","SPRF-GO","DEL02-GO"
"2017-01-02","monday","18:58:00","GO","153","591,1","PIRACANJUBA","Driver's lack of attention to conveyance","Run-off-road","With injured victims","Day","Decreasing","Rainy","Double","Temporary Detour"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.745930e+01","-4.922270e+01","SPRF-GO","DEL03-GO"
"2017-01-02","monday","15:30:00","MG","251","418","GRAO MOGOL","The driver passed the next car improperly","Side impact collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 6"," 0"," 1"," 0"," 4"," 1"," 1"," 2"," 0.000000e+00"," 0.000000e+00","SPRF-MG","DEL12-MG"
"2017-01-02","monday","18:15:00","CE","222","229,4","SOBRAL","The driver passed the next car improperly","Minor incidental damage","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-3.697888e+00","-4.038655e+01","SPRF-CE","DEL04-CE"
"2017-01-02","monday","17:10:00","SC","163","119,6","DIONISIO CERQUEIRA","Incompatible velocity","Run-off-road","With injured victims","Day","Decreasing","Rainy","Simple","Curve"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.632292e+01","-5.354972e+01","SPRF-SC","DEL07-SC"
"2017-01-02","monday","19:10:00","MS","163","457,1","CAMPO GRANDE","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Night","Increasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.046971e+01","-5.462012e+01","SPRF-MS","DEL01-MS"
"2017-01-02","monday","20:30:00","SP","116","139,4","SAO JOSE DOS CAMPOS","Pedestrian's lack of attention","Pedestrian collision","With dead victims","Night","Increasing","Rainy","Double","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 1","-2.316133e+01","-4.580343e+01","SPRF-SP","DEL06-SP"
"2017-01-02","monday","20:40:00","CE","116","64,7","CHOROZINHO","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Night","Increasing","Clear sky","Simple","Not Reported"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-4.291200e+00","-3.849740e+01","SPRF-CE","DEL03-CE"
"2017-01-02","monday","23:00:00","MG","381","720,2","CARMO DA CACHOEIRA","Incompatible velocity","Overturn","Without victims","Night","Decreasing","Cloudy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.142615e+01","-4.521199e+01","SPRF-MG","DEL04-MG"
"2017-01-02","monday","22:00:00","SC","153","53","VARGEM BONITA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.807713e+01","-5.554688e+01","SPRF-SC","DEL07-SC"
"2017-01-02","monday","23:10:00","SC","116","263","CAPAO ALTO","Driver's lack of attention to conveyance","Head-on collision","With dead victims","Night","Decreasing","Cloudy","Simple","Curve"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.803142e+01","-5.056236e+01","SPRF-SC","DEL05-SC"
"2017-01-03","tuesday","01:26:00","SP","116","49","CANAS","Driver was sleeping","Rear-end collision","With injured victims","Night","Decreasing","Cloudy","Double","Straight"," 6"," 0"," 5"," 0"," 0"," 1"," 5"," 2","-2.272826e+01","-4.507346e+01","SPRF-SP","DEL08-SP"
"2017-01-03","tuesday","01:35:00","SP","116","27,7","SILVEIRAS","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Night","Decreasing","Cloudy","Double","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.262142e+01","-4.490916e+01","SPRF-SP","DEL08-SP"
"2017-01-03","tuesday","04:10:00","CE","222","101,5","UMIRIM","Static object on the drainage gate","Side impact collision","With injured victims","Sunrise","Increasing","Rainy","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-3.744274e+00","-3.979715e+01","SPRF-CE","DEL04-CE"
"2017-01-03","tuesday","02:55:00","SC","101","334,1","TUBARAO","Animals on the road","Animal collision","Without victims","Night","Increasing","Cloudy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.846562e+01","-4.900984e+01","SPRF-SC","DEL02-SC"
"2017-01-03","tuesday","02:55:00","SC","101","334,1","TUBARAO","Animals on the road","Animal collision","Without victims","Night","Increasing","Cloudy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.846754e+01","-4.900800e+01","SPRF-SC","DEL02-SC"
"2017-01-03","tuesday","04:32:00","PR","163","345","GUAIRA","Incompatible velocity","Overturn","With injured victims","Night","Increasing","Clear sky","Simple","Roundabout"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 1","-2.410660e+01","-5.423900e+01","SPRF-PR","DEL06-PR"
"2017-01-03","tuesday","05:40:00","SC","101","46,4","JOINVILLE","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Sunrise","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-2.636362e+01","-4.885858e+01","SPRF-SC","DEL03-SC"
"2017-01-03","tuesday","06:50:00","RS","386","340,4","LAJEADO","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Cloudy","Simple","Curve"," 4"," 0"," 0"," 0"," 3"," 1"," 0"," 4","-2.920656e+01","-5.218231e+01","SPRF-RS","DEL04-RS"
"2017-01-03","tuesday","07:05:00","SP","116","178","GUARAREMA","Mechanical loss/defect of vehicle","Vehicle fire","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.332748e+01","-4.612769e+01","SPRF-SP","DEL02-SP"
"2017-01-03","tuesday","07:15:00","RS","101","83,7","OSORIO","Disrespect of safe distance from the next car","Minor incidental damage","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 2","-2.986165e+01","-5.024917e+01","SPRF-RS","DEL03-RS"
"2017-01-03","tuesday","07:50:00","PR","376","599","CURITIBA","Incompatible velocity","Chain reaction crash (pile-up)","Without victims","Day","Decreasing","Cloudy","Double","Temporary Detour"," 9"," 0"," 0"," 0"," 9"," 0"," 0"," 6","-2.551350e+01","-4.933780e+01","SPRF-PR","DEL01-PR"
"2017-01-03","tuesday","07:45:00","RS","470","229,8","GARIBALDI","Driver's lack of attention to conveyance","Overturn","Without victims","Sunrise","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 1","-2.927395e+01","-5.149494e+01","SPRF-RS","DEL06-RS"
"2017-01-03","tuesday","05:20:00","PA","316","50","SANTA IZABEL DO PARA","Static object on the drainage gate","Rollover","With dead victims","Sunrise","Decreasing","Fog","Double","Straight"," 3"," 1"," 1"," 0"," 1"," 0"," 1"," 2","-1.306868e+00","-4.803749e+01","SPRF-PA","DEL01-PA"
