"inverse_data","week_day","hour","state","road_id","km","city","cause_of_accident","type_of_accident","victims_condition","weather_timestamp","road_direction","wheather_condition","road_type","road_delineation","people","deaths","slightly_injured","severely_injured","uninjured","ignored","total_injured","vehicles_involved","latitude","longitude","regional","police_station"
"2017-02-25","saturday","20:26:00","RS","386","27,8","FREDERICO WESTPHALEN","Static object on the drainage gate","Side impact collision","Without victims","Night","Decreasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 0"," 2"," 1"," 0"," 3","-2.731571e+01","-5.337635e+01","SPRF-RS","DEL08-RS"
"2017-02-25","saturday","22:30:00","PI","20","345","SANTO ANTONIO DE LISBOA","Driver's lack of attention to conveyance","Broadside collision","With injured victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 1"," 1"," 0"," 1"," 2","-6.980390e+00","-4.122920e+01","SPRF-PI","DEL04-PI"
"2017-02-25","saturday","20:30:00","MT","364","333","SANTO ANTONIO DO LEVERGER","Mechanical loss/defect of vehicle","Overturn","Without victims","Night","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.582750e+01","-5.545660e+01","SPRF-MT","DEL02-MT"
"2017-02-26","sunday","00:30:00","CE","402","270,8","ITAPIPOCA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Night","Increasing","Drizzle","Simple","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-3.489283e+00","-3.951821e+01","SPRF-CE","DEL01-CE"
"2017-02-26","sunday","03:10:00","ES","101","378,8","ICONHA","Driver was sleeping","Side impact collision","With injured victims","Night","Increasing","Clear sky","Simple","Curve"," 4"," 0"," 0"," 3"," 1"," 0"," 3"," 2","-2.081698e+01","-4.084277e+01","SPRF-ES","DEL03-ES"
"2017-02-26","sunday","02:55:00","RJ","101","317","SAO GONCALO","Mechanical loss/defect of vehicle","Minor incidental damage","Without victims","Night","Decreasing","Cloudy","Double","Straight"," 4"," 0"," 0"," 0"," 1"," 3"," 0"," 1","-2.283469e+01","-4.309454e+01","SPRF-RJ","DEL02-RJ"
"2017-02-25","saturday","20:40:00","GO","158","154,5","CAIAPONIA","Mechanical loss/defect of vehicle","Rear-end collision","With injured victims","Night","Decreasing","Rainy","Simple","Straight"," 2"," 0"," 2"," 0"," 0"," 0"," 2"," 2","-1.693490e+01","-5.182341e+01","SPRF-GO","DEL04-GO"
"2017-02-26","sunday","03:30:00","MA","10","247","IMPERATRIZ","Driver's lack of attention to conveyance","Head-on collision","With dead victims","Night","Decreasing","Clear sky","Simple","Temporary Detour"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-5.570900e+00","-4.744590e+01","SPRF-MA","DEL04-MA"
"2017-02-26","sunday","05:00:00","TO","153","718,8","FIGUEIROPOLIS","Inadequate sinalization of the road","Rear-end collision","With injured victims","Sunrise","Decreasing","Rainy","Simple","Straight"," 4"," 0"," 3"," 0"," 1"," 0"," 3"," 2","-1.210100e+01","-4.918793e+01","SPRF-TO","DEL02-TO"
"2017-02-26","sunday","06:30:00","SC","101","305","LAGUNA","Alcohol consumption","Rear-end collision","With injured victims","Sunrise","Increasing","Clear sky","Double","Straight"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-2.838955e+01","-4.877606e+01","SPRF-SC","DEL02-SC"
"2017-02-26","sunday","05:00:00","SP","116","378,5","MIRACATU","Driver's lack of attention to conveyance","Run-off-road","Without victims","Night","Increasing","Fog","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.420682e+01","-4.737122e+01","SPRF-SP","DEL04-SP"
"2017-02-26","sunday","06:20:00","MT","364","373,1","SANTO ANTONIO DO LEVERGER","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.570393e+01","-5.574027e+01","SPRF-MT","DEL02-MT"
"2017-02-26","sunday","06:30:00","MA","135","63","BACABEIRA","Disrespect of safe distance from the next car","Broadside collision","Without victims","Sunrise","Increasing","Cloudy","Simple","Straight"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-3.076602e+00","-4.432250e+01","SPRF-MA","DEL01-MA"
"2017-02-26","sunday","07:40:00","BA","242","780","BARREIRAS","Incompatible velocity","Head-on collision","With injured victims","Day","Decreasing","Clear sky","Simple","Curve"," 5"," 0"," 4"," 0"," 1"," 0"," 4"," 2","-1.215237e+01","-4.488633e+01","SPRF-BA","DEL10-BA"
"2017-02-26","sunday","04:30:00","MG","267","203,8","BOM JARDIM DE MINAS","Incompatible velocity","Head-on collision","With injured victims","Night","Decreasing","Drizzle","Simple","Curve"," 3"," 0"," 0"," 2"," 1"," 0"," 2"," 2","-2.193180e+01","-4.411330e+01","SPRF-MG","DEL05-MG"
"2017-02-26","sunday","05:50:00","PI","343","279,5","CAMPO MAIOR","Driver was sleeping","Side impact collision","With injured victims","Sunrise","Decreasing","Ignored","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-4.915778e+00","-4.225598e+01","SPRF-PI","DEL01-PI"
"2017-02-26","sunday","05:40:00","MG","116","756,4","LEOPOLDINA","Driver was sleeping","Head-on collision","With dead victims","Sunrise","Increasing","Cloudy","Simple","Straight"," 4"," 1"," 1"," 0"," 2"," 0"," 1"," 3","-2.154345e+01","-4.264721e+01","SPRF-MG","DEL07-MG"
"2017-02-26","sunday","09:00:00","CE","116","145,2","RUSSAS","The driver passed the next car improperly","Overturn","Without victims","Day","Increasing","Sunny","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-4.813689e+00","-3.805958e+01","SPRF-CE","DEL03-CE"
"2017-02-26","sunday","11:10:00","BA","101","666","ITAPEBI","Incompatible velocity","Overturn","With injured victims","Day","Decreasing","Sunny","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.597965e+01","-3.956317e+01","SPRF-BA","DEL09-BA"
"2017-02-26","sunday","11:02:00","PE","232","410,2","SERRA TALHADA","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-7.985213e+00","-3.827275e+01","SPRF-PE","DEL04-PE"
"2017-02-26","sunday","11:15:00","MG","262","383","MATEUS LEME","Incompatible velocity","Side impact collision","With injured victims","Day","Increasing","Cloudy","Double","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.993460e+01","-4.445780e+01","SPRF-MG","DEL01-MG"
"2017-02-26","sunday","08:30:00","GO","153","536,7","HIDROLANDIA","Incompatible velocity","Overturn","With injured victims","Day","Increasing","Cloudy","Double","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.701331e+01","-4.922092e+01","SPRF-GO","DEL01-GO"
"2017-02-26","sunday","11:30:00","MS","158","21,4","PARANAIBA","Driver's lack of attention to conveyance","Run-off-road","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 4"," 0"," 2"," 0"," 1"," 1"," 2"," 2","-1.919130e+01","-5.157523e+01","SPRF-MS","DEL08-MS"
"2017-02-26","sunday","12:40:00","SP","116","535,7","BARRA DO TURVO","Slippery track","Run-off-road","Without victims","Day","Increasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.497153e+01","-4.835368e+01","SPRF-SP","DEL05-SP"
"2017-02-26","sunday","02:15:00","MG","135","475","JOAQUIM FELICIO","The driver passed the next car improperly","Run-off-road","With injured victims","Night","Decreasing","Cloudy","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.760000e+01","-4.406170e+01","SPRF-MG","DEL12-MG"
"2017-02-26","sunday","13:00:00","PR","277","34,5","MORRETES","Mechanical loss/defect of vehicle","Rear-end collision","Without victims","Day","Decreasing","Clear sky","Double","Temporary Detour"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.556963e+01","-4.881311e+01","SPRF-PR","DEL01-PR"
"2017-02-26","sunday","11:45:00","MT","163","664","LUCAS DO RIO VERDE","Driver's lack of attention to conveyance","Minor incidental damage","Without victims","Day","Decreasing","Clear sky","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.326570e+01","-5.602260e+01","SPRF-MT","DEL06-MT"
"2017-02-26","sunday","12:40:00","RO","364","407","JARU","Road's defect","Side impact collision","With dead victims","Day","Decreasing","Sunny","Simple","Straight"," 4"," 1"," 1"," 0"," 2"," 0"," 1"," 3","-1.055730e+01","-6.238110e+01","SPRF-RO","DEL03-RO"
"2017-02-26","sunday","13:30:00","MG","40","434","PARAOPEBA","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Decreasing","Cloudy","Double","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-1.921760e+01","-4.445370e+01","SPRF-MG","DEL02-MG"
"2017-02-26","sunday","14:45:00","SE","101","69","MARUIM","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Day","Increasing","Clear sky","Simple","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.073306e+01","-3.708564e+01","SPRF-SE","DEL01-SE"
"2017-02-26","sunday","14:00:00","MT","163","843,5","SINOP","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Day","Increasing","Clear sky","Simple","Straight"," 3"," 0"," 2"," 0"," 1"," 0"," 2"," 2","-1.178159e+01","-5.547449e+01","SPRF-MT","DEL06-MT"
"2017-02-26","sunday","14:50:00","MG","381","907,5","CAMBUI","Incompatible velocity","Overturn","With injured victims","Day","Decreasing","Rainy","Double","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.267469e+01","-4.609686e+01","SPRF-MG","DEL16-MG"
"2017-02-26","sunday","17:30:00","PR","272","558","GUAIRA","Driver broke the laws of transit","Head-on collision","With injured victims","Day","Increasing","Clear sky","Simple","Curve"," 5"," 0"," 2"," 2"," 1"," 0"," 4"," 3","-2.408692e+01","-5.418646e+01","SPRF-PR","DEL06-PR"
"2017-02-26","sunday","10:30:00","MG","116","443","ENGENHEIRO CALDAS","Incompatible velocity","Head-on collision","With dead victims","Day","Decreasing","Clear sky","Simple","Curve"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-1.909340e+01","-4.200070e+01","SPRF-MG","DEL06-MG"
"2017-02-26","sunday","18:30:00","SE","101","8","CEDRO DE SAO JOAO","Driver broke the laws of transit","Head-on collision","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 3","-1.026100e+01","-3.686413e+01","SPRF-SE","DEL02-SE"
"2017-02-26","sunday","18:25:00","MG","365","0","MONTES CLAROS","Incompatible velocity","Collision with fixed object","With injured victims","Sunset","Increasing","Rainy","Simple","Curve"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 3","-1.676400e+01","-4.388420e+01","SPRF-MG","DEL12-MG"
"2017-02-26","sunday","18:00:00","MS","158","279","TRES LAGOAS","Alcohol consumption","Rear-end collision","Without victims","Night","Increasing","Clear sky","Double","Straight"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 3","-2.082060e+01","-5.172640e+01","SPRF-MS","DEL07-MS"
"2017-02-26","sunday","18:00:00","BA","242","592","MUQUEM DE SAO FRANCISCO","Excessive load/cargo","Cargo spill","Without victims","Sunset","Increasing","Cloudy","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.217049e+01","-4.326531e+01","SPRF-BA","DEL10-BA"
"2017-02-26","sunday","20:00:00","TO","153","525,3","PUGMIL","Alcohol consumption","Broadside collision","Without victims","Night","Increasing","Ignored","Simple","Straight"," 4"," 0"," 0"," 0"," 1"," 3"," 0"," 2","-1.042575e+01","-4.889820e+01","SPRF-TO","DEL02-TO"
"2017-02-26","sunday","19:52:00","ES","101","380","ICONHA","Alcohol consumption","Fall of vehicle occupant","With dead victims","Night","Decreasing","Clear sky","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.080622e+01","-4.083228e+01","SPRF-ES","DEL03-ES"
"2017-02-26","sunday","20:00:00","TO","153","104","WANDERLANDIA","Alcohol consumption","Side impact collision","Without victims","Night","Decreasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-6.920500e+00","-4.805830e+01","SPRF-TO","DEL02-TO"
"2017-02-26","sunday","20:40:00","BA","116","687","JEQUIE","The driver passed the next car improperly","Overturn","Without victims","Night","Increasing","Ignored","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.388098e+01","-4.013648e+01","SPRF-BA","DEL03-BA"
"2017-02-26","sunday","21:00:00","MG","381","873","ESTIVA","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Night","Increasing","Cloudy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.242007e+01","-4.596504e+01","SPRF-MG","DEL16-MG"
"2017-02-26","sunday","21:30:00","SC","470","331","CAMPOS NOVOS","Alcohol consumption","Head-on collision","With injured victims","Night","Increasing","Cloudy","Simple","Straight"," 7"," 0"," 1"," 0"," 4"," 2"," 1"," 3","-2.747119e+01","-5.129722e+01","SPRF-SC","DEL07-SC"
"2017-02-26","sunday","21:05:00","MT","163","96,8","RONDONOPOLIS","Driver's lack of attention to conveyance","Side impact collision","Without victims","Night","Decreasing","Cloudy","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.668027e+01","-5.467114e+01","SPRF-MT","DEL02-MT"
"2017-02-26","sunday","17:40:00","MT","70","681","CACERES","Slippery track","Run-off-road","Without victims","Sunset","Increasing","Rainy","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.620249e+01","-5.738627e+01","SPRF-MT","DEL03-MT"
"2017-02-26","sunday","20:30:00","MG","267","278","AIURUOCA","Slippery track","Run-off-road","With injured victims","Night","Increasing","Rainy","Simple","Not Reported"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.197603e+01","-4.460344e+01","SPRF-MG","DEL05-MG"
"2017-02-27","monday","00:20:00","BA","101","540,8","SAO JOSE DA VITORIA","Road's defect","Overturn","Without victims","Night","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.507760e+01","-3.933770e+01","SPRF-BA","DEL05-BA"
"2017-02-27","monday","00:55:00","RJ","101","234","SILVA JARDIM","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Night","Increasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.257674e+01","-4.237912e+01","SPRF-RJ","DEL02-RJ"
"2017-02-26","sunday","02:00:00","MG","153","121","PRATA","Driver was sleeping","Rear-end collision","With injured victims","Night","Decreasing","Drizzle","Simple","Straight"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.930999e+01","-4.890640e+01","SPRF-MG","DEL15-MG"
"2017-02-27","monday","06:30:00","BA","116","689","JEQUIE","Driver's lack of attention to conveyance","Overturn","With injured victims","Day","Decreasing","Clear sky","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.388098e+01","-4.013648e+01","SPRF-BA","DEL03-BA"
"2017-02-27","monday","07:25:00","MG","365","665,9","MONTE ALEGRE DE MINAS","Driver's lack of attention to conveyance","Overturn","Without victims","Day","Decreasing","Clear sky","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.889440e+01","-4.873688e+01","SPRF-MG","DEL15-MG"
"2017-02-27","monday","08:00:00","PR","376","495,3","PONTA GROSSA","Driver's lack of attention to conveyance","Rear-end collision","With injured victims","Day","Decreasing","Clear sky","Double","Straight"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 2","-2.513564e+01","-5.016441e+01","SPRF-PR","DEL03-PR"
"2017-02-27","monday","05:54:00","MS","163","592","SAO GABRIEL DO OESTE","The driver passed the next car improperly","Run-off-road","With injured victims","Sunrise","Increasing","Cloudy","Simple","Straight"," 6"," 0"," 1"," 0"," 5"," 0"," 1"," 2","-1.956640e+01","-5.442170e+01","SPRF-MS","DEL06-MS"
"2017-02-27","monday","07:00:00","RN","226","334,9","PATU","Driver's lack of attention to conveyance","Broadside collision","With dead victims","Day","Increasing","Cloudy","Simple","Straight"," 3"," 1"," 1"," 0"," 0"," 1"," 1"," 2","-6.096681e+00","-3.761476e+01","SPRF-RN","DEL04-RN"
"2017-02-27","monday","09:27:00","SP","153","77,9","BADY BASSITT","Mechanical loss/defect of vehicle","Run-off-road","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1","-2.090272e+01","-4.945573e+01","SPRF-SP","DEL09-SP"
"2017-02-13","monday","15:45:00","PR","376","307,7","MAUA DA SERRA","Incompatible velocity","Overturn","With injured victims","Day","Decreasing","Drizzle","Double","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-2.396960e+01","-5.111163e+01","SPRF-PR","DEL07-PR"
"2017-02-27","monday","08:00:00","SP","381","7","VARGEM","Driver's lack of attention to conveyance","Rear-end collision","Without victims","Day","Increasing","Clear sky","Double","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.290776e+01","-4.642427e+01","SPRF-SP","DEL03-SP"
"2017-02-27","monday","07:15:00","SP","116","316,9","JUQUITIBA","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Decreasing","Sunny","Double","Straight"," 1"," 0"," 0"," 0"," 0"," 1"," 0"," 1","-2.391587e+01","-4.698920e+01","SPRF-SP","DEL04-SP"
"2017-02-27","monday","07:00:00","SP","116","280","EMBU DAS ARTES","Mechanical loss/defect of vehicle","Collision with fixed object","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.364602e+01","-4.684125e+01","SPRF-SP","DEL04-SP"
"2017-02-25","saturday","19:15:00","PI","135","309","CRISTINO CASTRO","Road's defect","Overturn","With injured victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-8.759300e+00","-4.416500e+01","SPRF-PI","DEL03-PI"
"2017-02-27","monday","13:00:00","GO","452","190,3","ITUMBIARA","Driver's lack of attention to conveyance","Run-off-road","Without victims","Day","Increasing","Clear sky","Simple","Temporary Detour"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.838096e+01","-4.927506e+01","SPRF-GO","DEL03-GO"
"2017-02-27","monday","13:30:00","GO","153","508,1","APARECIDA DE GOIANIA","Road's defect","Run-off-road","Without victims","Day","Decreasing","Rainy","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.677239e+01","-4.923854e+01","SPRF-GO","DEL01-GO"
"2017-02-27","monday","13:30:00","BA","324","523","FEIRA DE SANTANA","Driver's lack of attention to conveyance","Collision with fixed object","Without victims","Day","Decreasing","Rainy","Double","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.230000e+01","-3.889873e+01","SPRF-BA","DEL01-BA"
"2017-02-27","monday","14:00:00","PR","376","156,8","MANDAGUACU","Pedestrian's lack of attention","Pedestrian collision","With injured victims","Day","Increasing","Clear sky","Simple","Not Reported"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 1","-2.334507e+01","-5.209017e+01","SPRF-PR","DEL07-PR"
"2017-02-27","monday","15:20:00","RJ","116","278,8","BARRA MANSA","Slippery track","Collision with fixed object","Without victims","Day","Increasing","Rainy","Double","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.251009e+01","-4.421791e+01","SPRF-RJ","DEL07-RJ"
"2017-02-27","monday","14:20:00","MG","262","714,4","ARAXA","Slippery track","Run-off-road","With injured victims","Day","Increasing","Rainy","Simple","Curve"," 1"," 0"," 1"," 0"," 0"," 0"," 1"," 1","-1.959818e+01","-4.714944e+01","SPRF-MG","DEL08-MG"
"2017-02-27","monday","15:30:00","PI","343","340","TERESINA","Excessive load/cargo","Cargo spill","Without victims","Day","Increasing","Cloudy","Simple","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-5.063300e+00","-4.270140e+01","SPRF-PI","DEL01-PI"
"2017-02-27","monday","15:25:00","PR","369","148","LONDRINA","Driver's lack of attention to conveyance","Broadside collision","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.329303e+01","-5.114314e+01","SPRF-PR","DEL07-PR"
"2017-02-27","monday","15:45:00","ES","262","176,6","IUNA","Driver's lack of attention to conveyance","Overturn","With injured victims","Day","Decreasing","Clear sky","Simple","Curve"," 2"," 0"," 2"," 0"," 0"," 0"," 2"," 1","-2.028066e+01","-4.164957e+01","SPRF-ES","DEL01-ES"
"2017-02-27","monday","14:30:00","RS","290","181,8","MINAS DO LEAO","Disrespect of safe distance from the next car","Side impact collision","With injured victims","Day","Decreasing","Sunny","Simple","Not Reported"," 3"," 0"," 1"," 0"," 2"," 0"," 1"," 2","-3.014216e+01","-5.203463e+01","SPRF-RS","DEL02-RS"
"2017-02-27","monday","15:00:00","SP","116","353","MIRACATU","Excessive load/cargo","Overturn","Without victims","Day","Decreasing","Clear sky","Double","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.407298e+01","-4.724823e+01","SPRF-SP","DEL04-SP"
"2017-02-27","monday","15:10:00","MT","364","582","NOBRES","Inadequate sinalization of the road","Side impact collision","Without victims","Day","Decreasing","Cloudy","Simple","Not Reported"," 9"," 0"," 0"," 0"," 9"," 0"," 0"," 4","-1.457830e+01","-5.622450e+01","SPRF-MT","DEL01-MT"
"2017-02-27","monday","15:28:00","SP","116","146,6","SAO JOSE DOS CAMPOS","Driver's lack of attention to conveyance","Side impact collision","Without victims","Day","Increasing","Clear sky","Multiple","Not Reported"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-2.319299e+01","-4.586674e+01","SPRF-SP","DEL02-SP"
"2017-02-27","monday","17:00:00","SP","116","109","TAUBATE","Disrespect of safe distance from the next car","Rear-end collision","With injured victims","Day","Increasing","Cloudy","Double","Straight"," 4"," 0"," 1"," 0"," 3"," 0"," 1"," 3","-2.302960e+01","-4.554640e+01","SPRF-SP","DEL06-SP"
"2017-02-27","monday","16:53:00","MG","381","674,5","PERDOES","Incompatible velocity","Overturn","With dead victims","Day","Increasing","Cloudy","Double","Curve","11"," 3"," 2"," 2"," 4"," 0"," 4"," 5","-2.108935e+01","-4.506830e+01","SPRF-MG","DEL04-MG"
"2017-02-27","monday","17:10:00","RJ","116","220","PIRAI","Excessive load/cargo","Overturn","Without victims","Day","Increasing","Clear sky","Simple","Curve"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.267090e+01","-4.381800e+01","SPRF-RJ","DEL07-RJ"
"2017-02-27","monday","16:30:00","SC","282","590","SAUDADES","Driver's lack of attention to conveyance","Side impact collision","With injured victims","Day","Increasing","Clear sky","Simple","Curve"," 4"," 0"," 2"," 0"," 1"," 1"," 2"," 3","-2.682770e+01","-5.307760e+01","SPRF-SC","DEL07-SC"
"2017-02-27","monday","16:35:00","MG","40","462,5","SETE LAGOAS","Incompatible velocity","Run-off-road","Without victims","Day","Increasing","Rainy","Double","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-1.941566e+01","-4.434018e+01","SPRF-MG","DEL02-MG"
"2017-02-27","monday","16:35:00","MG","262","549,5","LUZ","Driver's lack of attention to conveyance","Head-on collision","With injured victims","Day","Increasing","Rainy","Simple","Curve"," 2"," 0"," 1"," 0"," 1"," 0"," 1"," 2","-1.971752e+01","-4.589016e+01","SPRF-MG","DEL08-MG"
"2017-02-27","monday","19:00:00","MG","262","13,8","MARTINS SOARES","Incompatible velocity","Side impact collision","Without victims","Night","Increasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 0"," 1"," 1"," 0"," 2","-2.026381e+01","-4.187370e+01","SPRF-MG","DEL06-MG"
"2017-02-27","monday","20:50:00","MG","40","449,9","CAETANOPOLIS","Disrespect of safe distance from the next car","Rear-end collision","Without victims","Night","Increasing","Drizzle","Double","Not Reported"," 3"," 0"," 0"," 0"," 3"," 0"," 0"," 2","-1.931585e+01","-4.436843e+01","SPRF-MG","DEL02-MG"
"2017-02-27","monday","21:15:00","TO","226","21","PALMEIRAS DO TOCANTINS","Road's defect","Overturn","With injured victims","Night","Decreasing","Cloudy","Simple","Not Reported"," 1"," 0"," 0"," 1"," 0"," 0"," 1"," 1","-6.581365e+00","-4.751773e+01","SPRF-TO","DEL02-TO"
"2017-02-27","monday","20:30:00","MG","365","489","PATROCINIO","Driver broke the laws of transit","Side impact collision","With injured victims","Night","Increasing","Drizzle","Multiple","Straight"," 5"," 0"," 2"," 0"," 3"," 0"," 2"," 2","-1.890067e+01","-4.713307e+01","SPRF-MG","DEL10-MG"
"2017-02-27","monday","21:30:00","PR","277","34,3","MORRETES","Mechanical loss/defect of vehicle","Run-off-road","Without victims","Night","Increasing","Cloudy","Double","Not Reported"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.557070e+01","-4.881474e+01","SPRF-PR","DEL01-PR"
"2017-02-27","monday","19:20:00","MG","262","590,6","CAMPOS ALTOS","Incompatible velocity","Side impact collision","With dead victims","Night","Decreasing","Rainy","Simple","Curve"," 4"," 1"," 2"," 1"," 0"," 0"," 3"," 2","-1.966609e+01","-4.615562e+01","SPRF-MG","DEL08-MG"
"2017-02-27","monday","19:50:00","MG","116","533,9","CARATINGA","Alcohol consumption","Head-on collision","With injured victims","Night","Decreasing","Rainy","Simple","Curve"," 3"," 0"," 0"," 1"," 1"," 1"," 1"," 2","-1.982956e+01","-4.213873e+01","SPRF-MG","DEL06-MG"
"2017-02-27","monday","22:00:00","GO","364","235","JATAI","Alcohol consumption","Rear-end collision","Without victims","Night","Decreasing","Rainy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.780170e+01","-5.204610e+01","SPRF-GO","DEL05-GO"
"2017-02-27","monday","23:25:00","SC","282","515,9","XAXIM","Driver was sleeping","Overturn","Without victims","Night","Increasing","Clear sky","Simple","Straight"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1","-2.694419e+01","-5.250873e+01","SPRF-SC","DEL07-SC"
"2017-02-28","tuesday","01:00:00","PR","376","408","TIBAGI","Driver was sleeping","Rear-end collision","With dead victims","Night","Increasing","Cloudy","Simple","Straight"," 2"," 1"," 0"," 0"," 1"," 0"," 0"," 2","-2.460922e+01","-5.065817e+01","SPRF-PR","DEL03-PR"
"2017-02-28","tuesday","05:00:00","MG","40","357,8","FELIXLANDIA","Alcohol consumption","Side impact collision","Without victims","Sunrise","Increasing","Cloudy","Simple","Straight"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 2","-1.873093e+01","-4.487611e+01","SPRF-MG","DEL02-MG"
"2017-02-28","tuesday","06:10:00","MG","116","609,7","SAO JOAO DO MANHUACU","Incompatible velocity","Side impact collision","With injured victims","Sunrise","Decreasing","Clear sky","Simple","Curve"," 6"," 0"," 3"," 2"," 1"," 0"," 5"," 2","-2.041688e+01","-4.215279e+01","SPRF-MG","DEL07-MG"
